नाेट	O	O	O
नष्ट	O	O	O
हुने	O	O	O
गरे	O	O	O
को	O	O	O
भन्दै	O	O	O
प्रवक्ता	O	O	O
निराैला	PER	PER	PER
ले	O	O	O
धातु	O	O	O
प्रयाेग	O	O	O
गर्नु	O	O	O
पर्ने	O	O	O
बताए	O	O	O
का	O	O	O
थिए	O	O	O
।	O	O	O

राष्ट्र	ORG	ORG	O
बैंक	ORG	ORG	O
का	O	O	O
प्रवक्ता	O	O	O
लक्ष्मीप्रपन्न	PER	PER	PER
निरौला	PER	PER	PER
ले	O	O	O
सिस्टम	O	O	O
हृयाक	O	O	O
गरेर	O	O	O
रकम	O	O	O
निकालिए	O	O	O
को	O	O	O
पुष्टि	O	O	O
गरे	O	O	O
।	O	O	O

नेपाल	ORG	ORG	ORG
राष्ट्र	ORG	ORG	ORG
बैंक	ORG	ORG	ORG
का	O	O	O
कार्यकारी	O	O	O
निर्देशक	O	O	O
बमबहादुर	PER	PER	PER
मिश्र	PER	PER	PER
अनुसार	O	O	O
हृयाकर	O	O	O
हरुले	O	O	O
ब्यालेन्स	O	O	O
सीट	O	O	O
नै	O	O	O
तल	O	O	O
-	O	O	O
माथि	O	O	O
बनाए	O	O	O
छन्	O	O	O
।	O	O	O

नेपाल	LOC	LOC	LOC
को	O	O	O
बाटो	O	O	O
भएर	O	O	O
जान	O	O	O
का	O	O	O
लागि	O	O	O
हुम्ला	LOC	LOC	LOC
सिमकोट	LOC	LOC	LOC
पुग्नुपर्छ	O	O	O
।	O	O	O

कैलाश	PER	PER	LOC
,	O	O	O
जस	O	O	O
लाई	O	O	O
हिन्दू	O	ORG	O
धर्मावलम्बी	O	O	O
हरुले	O	O	O
भगवान	O	O	O
शिव	PER	PER	PER
को	O	O	O
वासस्थान	O	O	O
रुप	O	O	O
मा	O	O	O
माने	O	O	O
का	O	O	O
छौं	O	O	O
।	O	O	O

कैलाश	LOC	LOC	LOC
पर्वत	LOC	LOC	LOC
वा	O	O	O
मानसरोवर	LOC	LOC	LOC
लाई	O	O	O
धर्ती	O	O	O
को	O	O	O
केन्द्र	O	O	O
मानिन्छ	O	O	O
।	O	O	O

हिन्दू	O	O	O
तथा	O	O	O
बौद्ध	O	O	O
धर्मावलम्बी	O	O	O
का	O	O	O
लागि	O	O	O
पवित्र	O	O	O
मानिन्छ	O	O	O
,	O	O	O
यो	LOC	O	O
स्थल	LOC	O	O
।	O	O	O

चौंरी	O	O	O
को	O	O	O
गोबर	O	O	O
ले	O	O	O
हिमाली	O	O	O
माटो	O	O	O
मलिलो	O	O	O
बनाए	O	O	O
छ	O	O	O
।	O	O	O

डेभिड	PER	PER	PER
र	O	O	O
ल्यारी	PER	PER	PER
लाई	O	O	O
डिनर	O	O	O
मा	O	O	O
दालभात	O	O	O
को	O	O	O
सट्टा	O	O	O
भेजिटेबल	O	O	O
सुप	O	O	O
ब्रेडविथ	O	O	O
अम्लेट	O	O	O
खाएर	O	O	O
स्वाद	O	O	O
फेर्न	O	O	O
भनें	O	O	O
।	O	O	O

गुम्बाडाँडा	LOC	LOC	LOC
सकिने	O	O	O
बित्तिकै	O	O	O
त्यो	O	O	O
ठाउँ	O	O	O
सुरु	O	O	O
भयो	O	O	O
,	O	O	O
जहाँ	O	O	O
२०७२	O	O	O
वैशाख	O	O	O
१२	O	O	O
को	O	O	O
भुकम्प	O	O	O
सँग	O	O	O
मिसिएर	O	O	O
आए	O	O	O
हिमपहिरो	O	O	O
ले	O	O	O
लाङटाङ	LOC	LOC	LOC
गाउँको	O	O	O
कुनै	O	O	O
निशानी	O	O	O
बाँकी	O	O	O
राखे	O	O	O
थिएन	O	O	O
।	O	O	O

प्रकाश	PER	PER	PER
तिम्सिना	PER	PER	PER
ले	O	O	O
भने-	O	O	O
म	O	O	O
त	O	O	O
भिर	O	O	O
को	O	O	O
बाटो	O	O	O
डर	O	O	O
हेर्न	O	O	O
नसकेर	O	O	O
पो	O	O	O
आँखा	O	O	O
चिम्लिए	O	O	O
।	O	O	O

लमजुड	LOC	LOC	LOC
,	O	O	O
मनाङ	LOC	LOC	LOC
मुस्ताङ	LOC	LOC	LOC
र	O	O	O
म्याग्दी	LOC	LOC	LOC
जिल्ला	O	O	O
लाई	O	O	O
समेटेर	O	O	O
बने	O	O	O
को	O	O	O
अन्न	O	LOC	O
पूर्ण	O	LOC	O
पदयात्रा	O	O	O
मा	O	O	O
सबै	O	O	O
भन्दा	O	O	O
उच्च	O	O	O
स्थान	O	O	O
थोरङला	LOC	LOC	LOC
पास	LOC	O	LOC
हो	O	O	O
।	O	O	O

जानकी	O	O	LOC
मन्दिर	O	O	LOC
मुगल	O	O	O
शैली	O	O	O
मा	O	O	O
निर्माण	O	O	O
गरिए	O	O	O
को	O	O	O
छ	O	O	O
र	O	O	O
यो	O	O	O
निकै	O	O	O
भव्य	O	O	O
एवं	O	O	O
शानदार	O	O	O
।	O	O	O

योगनरेन्द्र	PER	PER	PER
लाई	O	O	O
आज	O	O	O
सम्म	O	O	O
पनि	O	O	O
जीवित	O	O	O
राजा	O	O	O
का	O	O	O
रूप	O	O	O
मा	O	O	O
मानिन्छ	O	O	O
।	O	O	O

मन्दिर	O	O	ORG
को	O	O	O
अक्षयकोष	O	O	O
का	O	O	O
अध्यक्ष	O	O	O
लक्ष्मीकान्त	PER	PER	PER
उपाध्याय	PER	PER	PER
ले	O	O	O
स्थापना	O	O	O
विषय	O	O	O
मा	O	O	O
चर्चा	O	O	O
गर्ने	O	O	O
क्रम	O	O	O
त्रिपुरकोट	LOC	LOC	LOC
गढी	LOC	LOC	LOC
सातौं	O	O	O
शताब्दी	O	O	O
राजा	O	O	O
विक्रम	PER	PER	PER
शाही	PER	PER	PER
दरबार	O	O	O
रहे	O	O	O
उल्लेख	O	O	O
गरे	O	O	O
।	O	O	O

नेपाल	LOC	LOC	LOC
को	O	O	O
सबै	O	O	O
भन्दा	O	O	O
लामो	O	O	O
नदी	O	O	O
कर्णाली	O	LOC	LOC
र	O	O	O
बबई	O	LOC	LOC
वीच	O	O	O
मा	O	O	O
निकुञ्ज	O	ORG	O
का	O	O	O
केही	O	O	O
भाग	O	O	O
हरु	O	O	O
पर्ने	O	O	O
भएका	O	O	O
ले	O	O	O
पनि	O	O	O
जनावर	O	O	O
लागि	O	O	O
उपयुक्त	O	O	O
बने	O	O	O
हो	O	O	O
।	O	O	O

कप्तान	O	O	O
पारस	PER	PER	PER
खड्का	PER	PER	PER
को	O	O	O
कप्तानी	O	O	O
मा	O	O	O
रहे	O	O	O
नेपाली	O	O	O
टिम	O	O	O
अधिकांश	O	O	O
युवा	O	O	O
खेलाडी	O	O	O
का	O	O	O
छन्	O	O	O
।	O	O	O

कुसल	PER	PER	PER
मल्ल	PER	PER	PER
र	O	O	O
इशान	PER	PER	PER
पाण्डे	PER	PER	PER
ले	O	O	O
टिम	O	O	O
मा	O	O	O
पहिलो	O	O	O
पटक	O	O	O
स्थान	O	O	O
बनाए	O	O	O
का	O	O	O
छन्	O	O	O
भने	O	O	O
सुशान	PER	PER	PER
भारी	PER	PER	PER
,	O	O	O
आरिफ	PER	PER	PER
शेख	PER	PER	PER
सन्दीप	PER	PER	PER
जोरा	PER	PER	PER
पुनगरागमन	O	O	O
गरे	O	O	O
।	O	O	O

बार्बाडोस	ORG	O	ORG
ट्रिडेन्ट्स	ORG	O	ORG
का	O	O	O
लागि	O	O	O
मैदान	O	O	O
मा	O	O	O
उत्रिए	O	O	O
सन्दीप	PER	O	PER
ले	O	O	O
मंगलबार	O	O	O
बिहान	O	O	O
भए	O	O	O
को	O	O	O
खेल	O	O	O
जमै	ORG	O	ORG
टलवाहस	ORG	O	ORG
विरुद्ध	O	O	O
दुई	O	O	O
विकेट	O	O	O
लिए	O	O	O
हुन्	O	O	O
।	O	O	O

सन्दीप	PER	PER	PER
आईपीएल	ORG	O	O
खेल्न	O	O	O
बुधबार	O	O	O
राति	O	O	O
भारत	LOC	LOC	O
जाँदैछन्	O	O	O
।	O	O	O

कोलकत्ता	LOC	ORG	LOC
ले	O	O	O
दिए	O	O	O
को	O	O	O
१८६	O	O	O
रन	O	O	O
चुनौती	O	O	O
पछ्याउँदै	O	O	O
ब्याटिङ	O	O	O
गरे	O	O	O
दिल्ली	LOC	ORG	LOC
निर्धारित	O	O	O
२०	O	O	O
ओभर	O	O	O
मा	O	O	O
६	O	O	O
विकेट	O	O	O
क्षति	O	O	O
१८५	O	O	O
नै	O	O	O
बनाए	O	O	O
पछि	O	O	O
खेल	O	O	O
सुपर	O	O	O
मोडिए	O	O	O
थियो	O	O	O
।	O	O	O

मंगलबार	O	O	O
राति	O	O	O
भए	O	O	O
को	O	O	O
खेल	O	O	O
मा	O	O	O
भारत	LOC	ORG	ORG
ले	O	O	O
अष्ट्रेलिया	LOC	ORG	ORG
लाई	O	O	O
आठ	O	O	O
रन	O	O	O
हराए	O	O	O
हो	O	O	O
।	O	O	O

भारत	LOC	LOC	ORG
का	O	O	O
लागि	O	O	O
कुलदीप	PER	PER	PER
यादव	PER	PER	PER
ले	O	O	O
३	O	O	O
र	O	O	O
जस्पि्रत	PER	PER	PER
बुम्राह	PER	PER	PER
बिजय	PER	PER	PER
शंकर	PER	PER	PER
समान	O	O	O
२	O	O	O
-	O	O	O
विकेट	O	O	O
लिए	O	O	O
।	O	O	O

सचिन	PER	PER	PER
ले	O	O	O
त्रिवि	LOC	LOC	LOC
क्रिकेट	O	O	O
मैदान	LOC	LOC	LOC
मा	O	O	O
बालबालिका	O	O	O
सँग	O	O	O
मिलेर	O	O	O
पनि	O	O	O
खेले	O	O	O
का	O	O	O
छन्	O	O	O
।	O	O	O

राजकोट	LOC	LOC	LOC
मा	O	O	O
बिहीबार	O	O	O
राति	O	O	O
भए	O	O	O
को	O	O	O
खेल	O	O	O
भारत	LOC	ORG	LOC
ले	O	O	O
बंगलादेश	LOC	ORG	LOC
लाई	O	O	O
आठ	O	O	O
विकेट	O	O	O
पराजित	O	O	O
गरे	O	O	O
हो	O	O	O
।	O	O	O

शनिबार	O	O	O
राति	O	O	O
यूएई	LOC	LOC	LOC
मा	O	O	O
सम्पन्न	O	O	O
फाइनल	O	O	O
पपुवा	LOC	ORG	ORG
न्युगिनी	LOC	ORG	ORG
लाई	O	O	O
७	O	O	O
विकेट	O	O	O
ले	O	O	O
हराउँदै	O	O	O
नेदरल्यान्ड्स	LOC	ORG	ORG
विश्वकप	O	O	O
छनोट	O	O	O
को	O	O	O
उपाधि	O	O	O
जिते	O	O	O
हो	O	O	O
।	O	O	O

यता	O	O	O
,	O	O	O
काठमाडौं	LOC	ORG	LOC
भने	O	O	O
इलिमिनेटर	O	O	O
खेल	O	O	O
मा	O	O	O
विराटनगर	LOC	ORG	LOC
टाइटन्स	O	ORG	O
लाई	O	O	O
पराजित	O	O	O
गर्दै	O	O	O
फाइनल	O	O	O
पगे	O	O	O
को	O	O	O
टिम	O	O	O
हो	O	O	O
।	O	O	O

त्यस्तै	O	O	O
बीसीसीआई	ORG	ORG	ORG
र	O	O	O
कर्नाटक	ORG	ORG	ORG
राज्य	ORG	ORG	ORG
क्रिकेट	O	O	O
एसोसिएसन	ORG	ORG	ORG
मा	O	O	O
काम	O	O	O
गरि	O	O	O
सकेका	O	O	O
पूर्व	O	O	O
खेलाडी	O	O	O
ब्रजेश	PER	PER	PER
पटेल	PER	PER	PER
लाई	O	O	O
आईपीएल	ORG	ORG	O
को	O	O	O
नयाँ	O	O	O
अध्यक्ष	O	O	O
बनाइने	O	O	O
छ	O	O	O
।	O	O	O

महेला	PER	PER	PER
जयबर्द्धने	PER	PER	PER
,	O	O	O
कुमार	PER	PER	PER
संगाकारा	PER	PER	PER
र	O	O	O
तिलकरत्ने	PER	PER	PER
दिलशान	PER	PER	PER
को	O	O	O
सन्न्यास	O	O	O
पछि	O	O	O
श्रीलं	LOC	LOC	LOC
का	LOC	LOC	LOC
कमजोर	O	O	O
बने	O	O	O
थियो	O	O	O
।	O	O	O

ज्ञानेन्द्र	PER	PER	PER
मल्ल	PER	PER	PER
र	O	O	O
विनोद	PER	PER	PER
भण्डारी	PER	PER	PER
ले	O	O	O
पहिलो	O	O	O
विकेट	O	O	O
का	O	O	O
लागि	O	O	O
६१	O	O	O
रन	O	O	O
को	O	O	O
साझेदारी	O	O	O
गरे	O	O	O
।	O	O	O

अमेरिका	LOC	LOC	LOC
को	O	O	O
लुसियाना	LOC	LOC	LOC
का	O	O	O
युवक	O	O	O
स्टीभ	PER	PER	PER
वेबर	PER	PER	PER
नाम	O	O	O
र	O	O	O
उन	O	O	O
की	O	O	O
प्रेमिका	O	O	O
केनेसा	PER	PER	PER
एन्टोइन	PER	PER	PER
छुट्टि	O	O	O
मनाउन	O	O	O
तान्जानिया	LOC	LOC	LOC
पेम्पा	LOC	LOC	LOC
टापु	LOC	O	LOC
भन्दा	O	O	O
टाढा	O	O	O
मांटा	LOC	LOC	ORG
रिसोर्ट	LOC	LOC	ORG
समुद्रमुनि	LOC	O	O
क्याबिन	O	O	O
मा	O	O	O
बसि	O	O	O
रहेका	O	O	O
थिए	O	O	O
।	O	O	O

बीबीसी	ORG	ORG	ORG
ले	O	O	O
जनाए	O	O	O
अनुसार	O	O	O
चिन्मयानन्द	PER	PER	PER
लाई	O	O	O
शुक्रबार	O	O	O
विहान	O	O	O
उन	O	O	O
कै	O	O	O
आश्रम	O	O	O
बाट	O	O	O
एसआईटी	ORG	ORG	O
टोली	O	ORG	O
पक्राउ	O	O	O
गरी	O	O	O
नजिकै	O	O	O
को	O	O	O
थाना	O	O	O
लगे	O	O	O
थियो	O	O	O
।	O	O	O

समीरात्माज	PER	PER	PER
मिश्रा	PER	PER	PER
का	O	O	O
अनुसार	O	O	O
चिन्मयानन्द	PER	PER	PER
लाई	O	O	O
धारा	O	O	O
३७६	O	O	O
सी	O	O	O
अन्तर्गत	O	O	O
मुद्धा	O	O	O
दर्ता	O	O	O
गरिए	O	O	O
को	O	O	O
छ	O	O	O
।	O	O	O

पूर्व	O	O	O
भाजपा	O	ORG	ORG
सांसद	O	O	O
स्वामी	O	O	PER
चिन्मयानन्द	O	PER	PER
अटल	PER	PER	PER
बिहारी	PER	PER	PER
वाजपेयी	PER	PER	PER
को	O	O	O
नेतृत्व	O	O	O
मा	O	O	O
एनडीए	ORG	O	O
सरकार	ORG	O	ORG
गृह	O	O	O
राज्यमन्त्री	O	O	O
थिए	O	O	O
।	O	O	O

युरोपेली	ORG	ORG	ORG
संघ	ORG	O	ORG
बाट	O	O	O
बेलायत	LOC	LOC	ORG
लाई	O	O	O
बहिर्गमन	O	O	O
गराउने	O	O	O
विषय	O	O	O
आफ्नो	O	O	O
अनुकूल	O	O	O
वातावरण	O	O	O
बनाउन	O	O	O
प्रधानमन्त्री	O	O	O
जोन्सन	PER	PER	PER
ले	O	O	O
संसद	O	O	O
निलम्बन	O	O	O
गरे	O	O	O
का	O	O	O
थिए	O	O	O
।	O	O	O

सर्वोच्च	ORG	ORG	ORG
अदालतक	ORG	ORG	ORG
की	O	O	O
प्रमुख	O	O	O
लेडी	PER	O	PER
हेल	PER	PER	PER
ले	O	O	O
११	O	O	O
जना	O	O	O
नाम	O	O	O
नखुलाइए	O	O	O
का	O	O	O
न्यायाधीश	O	O	O
को	O	O	O
निर्णय	O	O	O
संसद	O	O	O
रोकिनुहुन्न	O	O	O
र	O	O	O
बोरिस	PER	PER	O
बदरभागी	O	O	O
भए	O	O	O
बताए	O	O	O
छन्	O	O	O
।	O	O	O

न्यूयोर्क	LOC	LOC	LOC
मा	O	O	O
एक	O	O	O
थिंक	O	O	O
ट्यांक	O	O	O
सीएफआर	ORG	ORG	ORG
को	O	O	O
कार्यक्रम	O	O	O
अमेरिका	LOC	O	ORG
का	O	O	O
पूर्व	O	O	O
रक्षामन्त्री	O	O	O
जिम	PER	PER	PER
म्याटिस	PER	PER	PER
ले	O	O	O
संस्मरण	O	O	O
गरिए	O	O	O
टिप्पणी	O	O	O
उन	O	O	O
प्रतिक्रिया	O	O	O
मागिए	O	O	O
थियो	O	O	O
।	O	O	O

संयुक्त	ORG	LOC	ORG
राष्ट्रसंघ	ORG	LOC	ORG
का	O	O	O
महासचिव	O	O	O
एन्टोनियो	PER	PER	PER
गुटेरेस	PER	PER	PER
ले	O	O	O
आयोजना	O	O	O
गरे	O	O	O
को	O	O	O
एकदिने	O	O	O
बैठक	O	O	O
मा	O	O	O
विश्व	O	O	O
करीव	O	O	O
६०	O	O	O
नेता	O	O	O
सहभागी	O	O	O
थिए	O	O	O
।	O	O	O

डेमोक्रेटिक	ORG	ORG	ORG
पार्टी	ORG	ORG	ORG
का	O	O	O
प्रतिद्वन्द्वी	O	O	O
नेता	O	O	O
जो	O	PER	PER
बाइडन	PER	PER	PER
र	O	O	O
उन	O	O	O
छोरा	O	O	O
विरुद्ध	O	O	O
भ्रष्टाचार	O	O	O
अनुसन्धान	O	O	O
गर्न	O	O	O
युक्रेन	LOC	ORG	ORG
राष्ट्रपति	O	O	O
भ्लोदिमिर	PER	PER	PER
जेलेंस्की	PER	PER	PER
लाई	O	O	O
दबाव	O	O	O
दिए	O	O	O
को	O	O	O
आरोप	O	O	O
अमेरिकी	O	O	O
ट्रम्प	PER	PER	PER
लागे	O	O	O
छ	O	O	O
।	O	O	O

ट्रम्प	PER	PER	PER
लाई	O	O	O
पद	O	O	O
बाट	O	O	O
हटाउन	O	O	O
सत्तारुढ	PER	O	O
रिपब्लिकन	PER	ORG	ORG
पार्टी	PER	ORG	ORG
का	O	O	O
२०	O	O	O
सांसद	O	O	O
को	O	O	O
समर्थन	O	O	O
चाहिन्छ	O	O	O
।	O	O	O

जब	O	O	O
इसरो	ORG	ORG	ORG
का	O	O	O
अध्यक्ष	O	O	O
ले	O	O	O
प्रधानमन्त्री	O	O	O
मोदी	PER	PER	PER
लाई	O	O	O
सम्पर्क	O	O	O
टुटे	O	O	O
को	O	O	O
जानकारी	O	O	O
गराए	O	O	O
,	O	O	O
तब	O	O	O
उन	O	O	O
काँध	O	O	O
मा	O	O	O
हात	O	O	O
राख्दै	O	O	O
सान्त्वना	O	O	O
दिए	O	O	O
थिए	O	O	O
।	O	O	O

हाउस	ORG	ORG	ORG
अफ	ORG	ORG	ORG
कमन्स	ORG	ORG	ORG
का	O	O	O
सभामुख	O	O	O
जोख	PER	PER	PER
बेर्को	PER	PER	PER
ले	O	O	O
अदालत	O	O	ORG
को	O	O	O
आदेश	O	O	O
स्वागत	O	O	O
गरे	O	O	O
छन्	O	O	O
।	O	O	O

उद्योग	ORG	ORG	ORG
वाणिज्य	ORG	ORG	ORG
महासंघ	ORG	ORG	ORG
अन्तर्गत	O	O	O
को	O	O	O
तथा	ORG	ORG	ORG
व्यवसाय	ORG	ORG	ORG
काउन्सिल	ORG	ORG	ORG
का	O	O	O
अनुसार	O	O	O
,	O	O	O
यी	O	O	O
उद्यम	O	O	O
चल्नै	O	O	O
नसक्ने	O	O	O
भए	O	O	O
पछि	O	O	O
९०	O	O	O
प्रतिशत	O	O	O
सञ्चालक	O	O	O
पलायन	O	O	O
अवस्था	O	O	O
मा	O	O	O
पुगे	O	O	O
छन्	O	O	O
।	O	O	O

खानी	O	O	O
विभाग	ORG	ORG	ORG
ले	O	O	O
१२	O	O	O
मंसिर	O	O	O
मा	O	O	O
हुवाजिन	O	ORG	ORG
लाई	O	O	O
उपलब्ध	O	O	O
गराए	O	O	O
सँगै	O	O	O
बोर्ड	O	O	ORG
लगानी	O	O	O
सम्झौता	O	O	O
को	O	O	O
प्रक्रिया	O	O	O
थाले	O	O	O
हो	O	O	O
।	O	O	O

विराटनगर	ORG	LOC	ORG
जुट	ORG	ORG	ORG
मिल्स	ORG	ORG	ORG
लाई	O	O	O
नेपाल	LOC	LOC	LOC
मा	O	O	O
सञ्चालन	O	O	O
आएर	O	O	O
दर्ता	O	O	O
भए	O	O	O
को	O	O	O
पहिलो	O	O	O
कम्पनी	O	O	O
मान्निछ	O	O	O
।	O	O	O

नेपाल	ORG	ORG	ORG
बैंक	ORG	ORG	ORG
सँग	O	O	O
कुनै	O	O	O
समय	O	O	O
लिए	O	O	O
को	O	O	O
१	O	O	O
करोड	O	O	O
७५	O	O	O
लाख	O	O	O
रुपैयाँ	O	O	O
कर्जा	O	O	O
ब्याज	O	O	O
सहित	O	O	O
अहिले	O	O	O
अर्ब	O	O	O
५५	O	O	O
पुगे	O	O	O
छ	O	O	O
।	O	O	O

माओवादी	ORG	O	ORG
शान्ती	O	O	O
प्रकृया	O	O	O
मा	O	O	O
आइ	O	O	O
सकेको	O	O	O
हुँदा	O	O	O
आफ्नो	O	O	O
कब्जा	O	O	O
गरिए	O	O	O
को	O	O	O
सम्पत्ती	O	O	O
फिर्ता	O	O	O
हुनु	O	O	O
पर्ने	O	O	O
माग	O	O	O
रिजाल	O	O	PER
परिवार	O	O	O
छ	O	O	O
।	O	O	O

शिवम	ORG	O	ORG
सिमेन्ट	ORG	ORG	O
मा	O	O	O
८८	O	O	O
प्रतिशत	O	O	O
सेयर	O	O	O
लगानी	O	O	O
रहे	O	O	O
को	O	O	O
होल्डिङ	ORG	O	ORG
होङ्सी	ORG	ORG	O
३०	O	O	O
छ	O	O	O
।	O	O	O

प्रवक्ता	O	O	PER
वाग्ले	PER	PER	PER
का	O	O	O
अनुसार	O	O	O
लगानी	ORG	O	ORG
बोर्ड	ORG	O	ORG
ले	O	O	O
हिमाली	O	O	O
क्षेत्र	O	O	O
मा	O	O	O
बनाइने	O	O	O
इस्कि	O	ORG	ORG
रिसोर्ट	O	ORG	ORG
को	O	O	O
समेत	O	O	O
अध्ययन	O	O	O
गर्न	O	O	O
लागे	O	O	O
छ	O	O	O
।	O	O	O

पर्यटक	ORG	ORG	ORG
मन्त्रालय	ORG	ORG	ORG
को	O	O	O
आग्रह	O	O	O
अनुसार	O	O	O
यस	O	O	O
अध्ययन	O	O	O
अघि	O	O	O
